Year,Month,Day,Hour,TempC,Type
2014,8,6,18,26.68,broken clouds
2014,8,6,19,27.3,broken clouds
2014,8,6,2,23.94,broken clouds
2014,8,6,20,27.49,broken clouds
2014,8,6,21,27.81,broken clouds
2014,8,6,22,27.55,scattered clouds
2014,8,6,23,25.91,scattered clouds
2014,8,6,3,23.88,broken clouds
2014,8,6,4,22.62,broken clouds
2014,8,6,5,21.75,broken clouds
2014,8,6,6,21.45,broken clouds
2014,8,6,7,20.46,broken clouds
2014,8,6,8,19.88,mist
2014,8,6,9,19.56,mist
2014,8,7,0,24.12,scattered clouds
2014,8,7,1,21.98,scattered clouds
2014,8,7,10,15.89,few clouds
2014,8,7,11,16.27,few clouds
2014,8,7,12,18.86,few clouds
2014,8,7,13,21.46,few clouds
2014,8,7,14,23.03,sky is clear
2014,8,7,15,24.27,sky is clear
2014,8,7,16,25.62,few clouds
2014,8,7,17,26.73,haze
2014,8,7,18,27.03,scattered clouds
2014,8,7,19,27.38,scattered clouds
2014,8,7,2,20.74,few clouds
2014,8,7,20,27.62,few clouds
2014,8,7,21,27.16,scattered clouds
2014,8,7,22,26.72,dust
2014,8,7,23,25.33,dust
2014,8,7,3,20.4,few clouds
2014,8,7,4,19.45,few clouds
2014,8,7,5,18.52,few clouds
2014,8,7,6,17.94,few clouds
2014,8,7,7,17.47,few clouds
2014,8,7,8,16.65,sky is clear
2014,8,7,9,16.4,sky is clear
2014,8,8,0,23.7,dust
2014,8,8,1,21.35,scattered clouds
2014,8,8,10,14.77,fog
2014,8,8,11,15.45,broken clouds
2014,8,8,12,17.52,scattered clouds
2014,8,8,13,20.45,scattered clouds
2014,8,8,14,22.31,scattered clouds
2014,8,8,15,23.85,scattered clouds
2014,8,8,16,24.96,scattered clouds
2014,8,8,17,25.96,scattered clouds
2014,8,8,18,26.52,scattered clouds
2014,8,8,19,26.86,few clouds
2014,8,8,2,20.64,sky is clear
2014,8,8,20,27.03,few clouds
2014,8,8,21,26.93,few clouds
2014,8,8,22,27.21,few clouds
2014,8,8,23,26.69,scattered clouds
2014,8,8,3,18.83,scattered clouds
2014,8,8,4,17.73,scattered clouds
2014,8,8,5,16.8,few clouds
2014,8,8,6,16.19,sky is clear
2014,8,8,7,15.94,sky is clear
2014,8,8,8,15.59,sky is clear
2014,8,8,9,14.94,sky is clear
2014,8,9,0,24,few clouds
2014,8,9,1,22.09,scattered clouds
2014,8,9,10,15.16,few clouds
2014,8,9,11,15.54,mist
2014,8,9,12,17.11,few clouds
2014,8,9,13,21.24,sky is clear
2014,8,9,14,24.06,sky is clear
2014,8,9,15,24.79,sky is clear
2014,8,9,16,26.82,scattered clouds
2014,8,9,17,27.15,scattered clouds
2014,8,9,18,27.83,scattered clouds
2014,8,9,19,28.2,scattered clouds
2014,8,9,2,20.08,dust
2014,8,9,20,28.44,broken clouds
2014,8,9,21,28.12,broken clouds
2014,8,9,22,27.86,broken clouds
2014,8,9,23,26.91,scattered clouds
2014,8,9,3,19.53,dust
2014,8,9,4,18.8,dust
2014,8,9,5,17.32,few clouds
2014,8,9,6,16.61,mist
2014,8,9,7,16.31,mist
2014,8,9,8,16.23,few clouds
2014,8,9,9,15.46,mist
2014,9,1,0,24.86,mist
2014,9,1,1,24.08,mist
2014,9,1,10,22.31,mist
2014,9,1,11,22.58,fog
2014,9,1,12,23.23,fog
2014,9,1,13,23.92,mist
2014,9,1,14,25.16,broken clouds
2014,9,1,15,26.67,broken clouds
2014,9,1,16,27.66,scattered clouds
2014,9,1,17,28.91,broken clouds
2014,9,1,18,29.25,broken clouds
2014,9,1,19,29.5,broken clouds
2014,9,1,2,24.08,mist
2014,9,1,20,30.05,broken clouds
2014,9,1,21,29.79,broken clouds
2014,9,1,22,29.15,proximity thunderstorm
2014,9,1,23,28.21,proximity thunderstorm
2014,9,1,3,23.66,mist
2014,9,1,4,23.57,mist
2014,9,1,5,23.38,mist
2014,9,1,6,23.26,mist
2014,9,1,7,22.93,mist
2014,9,1,8,22.93,fog
2014,9,1,9,22.76,mist
2014,9,10,0,20.67,overcast clouds
2014,9,10,1,20.35,overcast clouds
2014,9,10,10,16.7,mist
2014,9,10,11,16.3,mist
2014,9,10,12,16.53,broken clouds
2014,9,10,13,18.47,mist
2014,9,10,14,19.27,mist
2014,9,10,15,20.89,mist
2014,9,10,16,22.28,light rain
2014,9,10,17,23.22,mist
2014,9,10,18,23.78,broken clouds
2014,9,10,19,24.23,broken clouds
2014,9,10,2,19.97,overcast clouds
2014,9,10,20,24.21,broken clouds
2014,9,10,21,23.88,broken clouds
2014,9,10,22,23.43,broken clouds
2014,9,10,23,22.49,broken clouds
2014,9,10,3,19.73,overcast clouds
2014,9,10,4,19.38,overcast clouds
2014,9,10,5,19.06,overcast clouds
2014,9,10,6,18.6,overcast clouds
2014,9,10,7,18.09,light rain
2014,9,10,8,17.65,light rain
2014,9,10,9,17.25,light rain
2014,9,11,0,21.02,broken clouds
2014,9,11,1,20.25,broken clouds
2014,9,11,10,19.34,overcast clouds
2014,9,11,11,19.65,mist
2014,9,11,12,20.01,mist
2014,9,11,13,20.85,mist
2014,9,11,14,21.71,overcast clouds
2014,9,11,15,22.71,overcast clouds
2014,9,11,16,23.87,overcast clouds
2014,9,11,17,24.67,overcast clouds
2014,9,11,18,25.22,overcast clouds
2014,9,11,19,26.09,light intensity drizzle
2014,9,11,2,19.84,broken clouds
2014,9,11,20,26.66,light intensity drizzle
2014,9,11,21,27.07,light intensity drizzle
2014,9,11,22,26.95,broken clouds
2014,9,11,23,26.22,broken clouds
2014,9,11,3,19.34,broken clouds
2014,9,11,4,19.14,broken clouds
2014,9,11,5,19.13,overcast clouds
2014,9,11,6,19.13,overcast clouds
2014,9,11,7,18.89,broken clouds
2014,9,11,8,19.05,broken clouds
2014,9,11,9,19.12,light rain
2014,9,12,0,24.05,scattered clouds
2014,9,12,1,23.95,scattered clouds
2014,9,12,10,15.58,scattered clouds
2014,9,12,11,15.24,scattered clouds
2014,9,12,12,15.44,scattered clouds
2014,9,12,13,16.58,scattered clouds
2014,9,12,14,17.73,overcast clouds
2014,9,12,15,18.72,scattered clouds
2014,9,12,16,19.99,scattered clouds
2014,9,12,17,21.48,scattered clouds
2014,9,12,18,22.76,sky is clear
2014,9,12,19,23.67,sky is clear
2014,9,12,2,23.36,scattered clouds
2014,9,12,20,23.85,sky is clear
2014,9,12,21,23.21,sky is clear
2014,9,12,22,22.17,scattered clouds
2014,9,12,23,20.34,broken clouds
2014,9,12,3,22.63,scattered clouds
2014,9,12,4,21.27,scattered clouds
2014,9,12,5,19.84,scattered clouds
2014,9,12,6,18.7,scattered clouds
2014,9,12,7,17.56,few clouds
2014,9,12,8,16.67,broken clouds
2014,9,12,9,16.23,scattered clouds
2014,9,13,0,18.64,few clouds
2014,9,13,1,16.75,sky is clear
2014,9,13,10,14.41,scattered clouds
2014,9,13,11,14.79,broken clouds
2014,9,13,12,15.13,overcast clouds
2014,9,13,13,15.48,overcast clouds
2014,9,13,14,16.3,overcast clouds
2014,9,13,15,16.75,overcast clouds
2014,9,13,16,17.43,light intensity drizzle
2014,9,13,17,18.57,light rain
2014,9,13,18,18.63,moderate rain
2014,9,13,19,18.15,mist
2014,9,13,2,16.08,few clouds
2014,9,13,20,17.16,mist
2014,9,13,21,17.08,haze
2014,9,13,22,16.99,drizzle
2014,9,13,23,16.6,mist
2014,9,13,3,15.99,broken clouds
2014,9,13,4,15.07,broken clouds
2014,9,13,5,14.7,scattered clouds
2014,9,13,6,14.27,scattered clouds
2014,9,13,7,14.12,broken clouds
2014,9,13,8,13.76,broken clouds
2014,9,13,9,14.12,broken clouds
2014,9,14,0,16.43,mist
2014,9,14,1,16.11,mist
2014,9,14,10,10.18,sky is clear
2014,9,14,11,9.91,mist
2014,9,14,12,10.53,mist
2014,9,14,13,12.19,light rain
2014,9,14,14,13.54,scattered clouds
2014,9,14,15,14.68,scattered clouds
2014,9,14,16,16.33,scattered clouds
2014,9,14,17,18.24,broken clouds
2014,9,14,18,18.83,broken clouds
2014,9,14,19,19.22,broken clouds
2014,9,14,2,15.76,fog
2014,9,14,20,20.24,broken clouds
2014,9,14,21,20.06,broken clouds
2014,9,14,22,19.71,broken clouds
2014,9,14,23,18.46,broken clouds
2014,9,14,3,14.99,fog
2014,9,14,4,14.34,fog
2014,9,14,5,13.52,mist
2014,9,14,6,12.76,mist
2014,9,14,7,12.12,light rain
2014,9,14,8,11.23,sky is clear
2014,9,14,9,10.6,mist
2014,9,15,0,16.29,broken clouds
2014,9,15,1,14.58,broken clouds
2014,9,15,10,9.38,sky is clear
2014,9,15,11,9.26,light rain
2014,9,15,12,10.4,mist
2014,9,15,13,12.95,scattered clouds
2014,9,15,14,14.97,scattered clouds
2014,9,15,15,16.91,scattered clouds
2014,9,15,16,18.21,scattered clouds
2014,9,15,17,19.24,scattered clouds
2014,9,15,18,20.23,scattered clouds
2014,9,15,19,20.39,scattered clouds
2014,9,15,2,13.64,scattered clouds
2014,9,15,20,21.13,scattered clouds
2014,9,15,21,20.99,scattered clouds
2014,9,15,22,20.2,broken clouds
2014,9,15,23,18.57,broken clouds
2014,9,15,3,12.83,scattered clouds
2014,9,15,4,12.24,mist
2014,9,15,5,11.68,mist
2014,9,15,6,10.72,mist
2014,9,15,7,10.15,sky is clear
2014,9,15,8,9.83,mist
2014,9,15,9,9.58,fog
2014,9,16,0,16.52,light rain
2014,9,16,1,15.15,broken clouds
2014,9,16,10,13.23,overcast clouds
2014,9,16,11,13.51,moderate rain
2014,9,16,12,13.91,mist
2014,9,16,13,13.98,mist
2014,9,16,14,14.64,mist
2014,9,16,15,15.43,mist
2014,9,16,16,16.74,mist
2014,9,16,17,18.66,broken clouds
2014,9,16,18,19.15,broken clouds
2014,9,16,19,19.93,broken clouds
2014,9,16,2,14.63,broken clouds
2014,9,16,20,19.91,broken clouds
2014,9,16,21,19.64,overcast clouds
2014,9,16,22,19.3,overcast clouds
2014,9,16,23,18.41,broken clouds
2014,9,16,3,13.9,broken clouds
2014,9,16,4,13.43,mist
2014,9,16,5,13.2,broken clouds
2014,9,16,6,13.38,overcast clouds
2014,9,16,7,13.23,overcast clouds
2014,9,16,8,13.54,overcast clouds
2014,9,16,9,13.24,mist
2014,9,17,0,16.82,scattered clouds
2014,9,17,1,15.57,scattered clouds
2014,9,17,10,9.97,fog
2014,9,17,11,9.91,fog
2014,9,17,12,10.55,fog
2014,9,17,13,13.07,fog
2014,9,17,14,16.06,scattered clouds
2014,9,17,15,18.1,scattered clouds
2014,9,17,16,19.34,scattered clouds
2014,9,17,17,20.59,scattered clouds
2014,9,17,18,20.85,scattered clouds
2014,9,17,19,21.14,scattered clouds
2014,9,17,2,14.69,broken clouds
2014,9,17,20,21.41,scattered clouds
2014,9,17,21,21.32,scattered clouds
2014,9,17,22,20.37,scattered clouds
2014,9,17,23,19.15,scattered clouds
2014,9,17,3,13.67,mist
2014,9,17,4,13.08,haze
2014,9,17,5,12.67,haze
2014,9,17,6,12.03,mist
2014,9,17,7,11.34,fog
2014,9,17,8,10.78,fog
2014,9,17,9,10.42,fog
2014,9,18,0,15.85,scattered clouds
2014,9,18,1,15.39,scattered clouds
2014,9,18,10,10.19,fog
2014,9,18,11,9.8,mist
2014,9,18,12,11.95,mist
2014,9,18,13,13.48,mist
2014,9,18,14,16.36,mist
2014,9,18,15,19.05,mist
2014,9,18,16,21.63,scattered clouds
2014,9,18,17,22.05,scattered clouds
2014,9,18,18,22.68,scattered clouds
2014,9,18,19,22.89,scattered clouds
2014,9,18,2,14.16,scattered clouds
2014,9,18,20,23.08,scattered clouds
2014,9,18,21,22.91,scattered clouds
2014,9,18,22,22.09,scattered clouds
2014,9,18,23,20.8,scattered clouds
2014,9,18,3,13.09,scattered clouds
2014,9,18,4,12.47,scattered clouds
2014,9,18,5,12.08,fog
2014,9,18,6,11.36,sky is clear
2014,9,18,7,10.83,sky is clear
2014,9,18,8,10.61,mist
2014,9,18,9,10.47,mist
2014,9,19,0,18.54,scattered clouds
2014,9,19,1,16.68,few clouds
2014,9,19,10,12.22,mist
2014,9,19,11,11.6,broken clouds
2014,9,19,12,11.18,broken clouds
2014,9,19,13,12.35,scattered clouds
2014,9,19,14,13.97,broken clouds
2014,9,19,15,14.57,broken clouds
2014,9,19,16,15.87,broken clouds
2014,9,19,17,16.56,broken clouds
2014,9,19,18,17.37,scattered clouds
2014,9,19,19,17.62,scattered clouds
2014,9,19,2,15.23,few clouds
2014,9,19,20,18,broken clouds
2014,9,19,21,17.75,broken clouds
2014,9,19,22,16.78,scattered clouds
2014,9,19,23,16.21,scattered clouds
2014,9,19,3,15.1,few clouds
2014,9,19,4,14.53,few clouds
2014,9,19,5,13.91,mist
2014,9,19,6,13.61,mist
2014,9,19,7,13.35,mist
2014,9,19,8,13.22,mist
2014,9,19,9,12.67,mist
2014,9,2,0,26.92,light rain
2014,9,2,1,25.27,broken clouds
2014,9,2,10,22.29,mist
2014,9,2,11,22.4,mist
2014,9,2,12,23.13,mist
2014,9,2,13,25.19,mist
2014,9,2,14,27.62,broken clouds
2014,9,2,15,28.69,broken clouds
2014,9,2,16,30.7,broken clouds
2014,9,2,17,30.98,broken clouds
2014,9,2,18,31.65,broken clouds
2014,9,2,19,31.55,light rain
2014,9,2,2,25.14,broken clouds
2014,9,2,20,31.69,broken clouds
2014,9,2,21,31.91,broken clouds
2014,9,2,22,31.34,broken clouds
2014,9,2,23,30.27,scattered clouds
2014,9,2,3,24.54,mist
2014,9,2,4,24.13,mist
2014,9,2,5,23.66,fog
2014,9,2,6,23.29,mist
2014,9,2,7,22.94,mist
2014,9,2,8,22.81,fog
2014,9,2,9,22.49,fog
2014,9,20,0,15.13,scattered clouds
2014,9,20,1,14.18,broken clouds
2014,9,20,10,12.78,mist
2014,9,20,11,12.93,mist
2014,9,20,12,13.61,mist
2014,9,20,13,16.92,broken clouds
2014,9,20,14,18.25,few clouds
2014,9,20,15,20.23,broken clouds
2014,9,20,16,21.95,broken clouds
2014,9,20,17,22.25,broken clouds
2014,9,20,18,22.88,broken clouds
2014,9,20,19,22.77,light rain
2014,9,20,2,14.16,broken clouds
2014,9,20,20,22.77,light rain
2014,9,20,21,22.57,overcast clouds
2014,9,20,22,22.3,broken clouds
2014,9,20,23,21.56,scattered clouds
2014,9,20,3,13.86,broken clouds
2014,9,20,4,13.6,mist
2014,9,20,5,13.12,mist
2014,9,20,6,12.88,mist
2014,9,20,7,12.79,mist
2014,9,20,8,12.82,mist
2014,9,20,9,12.6,mist
2014,9,21,0,20.24,scattered clouds
2014,9,21,1,19.44,scattered clouds
2014,9,21,10,18.14,moderate rain
2014,9,21,11,18.39,light rain
2014,9,21,12,18.73,fog
2014,9,21,13,19.46,fog
2014,9,21,14,20.29,fog
2014,9,21,15,21.16,fog
2014,9,21,16,22.08,fog
2014,9,21,17,22.54,mist
2014,9,21,18,23.08,mist
2014,9,21,19,23.35,overcast clouds
2014,9,21,2,18.7,broken clouds
2014,9,21,20,23.95,haze
2014,9,21,21,23.9,haze
2014,9,21,22,23.48,broken clouds
2014,9,21,23,22.58,haze
2014,9,21,3,18.32,mist
2014,9,21,4,18.42,overcast clouds
2014,9,21,5,18.63,mist
2014,9,21,6,18.6,mist
2014,9,21,7,18.38,mist
2014,9,21,8,18.13,mist
2014,9,21,9,18.14,moderate rain
2014,9,22,0,21.42,mist
2014,9,22,1,20.54,mist
2014,9,22,10,16.31,scattered clouds
2014,9,22,11,15.93,sky is clear
2014,9,22,12,16.24,light rain
2014,9,22,13,17.39,scattered clouds
2014,9,22,14,18.51,few clouds
2014,9,22,15,19.06,scattered clouds
2014,9,22,16,19.23,broken clouds
2014,9,22,17,19.88,overcast clouds
2014,9,22,18,19.84,broken clouds
2014,9,22,19,20.1,broken clouds
2014,9,22,2,19.94,mist
2014,9,22,20,19.83,scattered clouds
2014,9,22,21,19.32,scattered clouds
2014,9,22,22,18.25,few clouds
2014,9,22,23,16.61,scattered clouds
2014,9,22,3,20.22,mist
2014,9,22,4,20.32,mist
2014,9,22,5,19.86,mist
2014,9,22,6,19.24,mist
2014,9,22,7,17.85,mist
2014,9,22,8,17.16,mist
2014,9,22,9,16.62,scattered clouds
2014,9,23,0,15.43,scattered clouds
2014,9,23,1,14.55,broken clouds
2014,9,23,10,7.85,mist
2014,9,23,11,7.82,mist
2014,9,23,12,9.87,few clouds
2014,9,23,13,11.42,few clouds
2014,9,23,14,13.5,few clouds
2014,9,23,15,14.99,few clouds
2014,9,23,16,16.97,scattered clouds
2014,9,23,17,18.01,scattered clouds
2014,9,23,18,19.45,few clouds
2014,9,23,19,20.61,scattered clouds
2014,9,23,2,13.49,scattered clouds
2014,9,23,20,21.35,scattered clouds
2014,9,23,21,21.69,scattered clouds
2014,9,23,22,21.17,scattered clouds
2014,9,23,23,19.03,scattered clouds
2014,9,23,3,11.99,scattered clouds
2014,9,23,4,10.85,few clouds
2014,9,23,5,10.42,few clouds
2014,9,23,6,9.72,few clouds
2014,9,23,7,9.1,sky is clear
2014,9,23,8,8.71,few clouds
2014,9,23,9,8.05,few clouds
2014,9,24,0,15.7,few clouds
2014,9,24,1,15.2,few clouds
2014,9,24,10,11.04,mist
2014,9,24,11,11.26,mist
2014,9,24,12,11.75,scattered clouds
2014,9,24,13,13.67,broken clouds
2014,9,24,14,17.52,broken clouds
2014,9,24,15,19.1,broken clouds
2014,9,24,16,20.08,broken clouds
2014,9,24,17,20.09,broken clouds
2014,9,24,18,21.38,broken clouds
2014,9,24,19,21.55,broken clouds
2014,9,24,2,14.21,few clouds
2014,9,24,20,21.18,overcast clouds
2014,9,24,21,20.96,broken clouds
2014,9,24,22,19.68,overcast clouds
2014,9,24,23,19.63,overcast clouds
2014,9,24,3,13.71,few clouds
2014,9,24,4,13.02,few clouds
2014,9,24,5,12.61,few clouds
2014,9,24,6,12.12,sky is clear
2014,9,24,7,11.79,mist
2014,9,24,8,11.27,mist
2014,9,24,9,11.3,scattered clouds
2014,9,25,0,19,overcast clouds
2014,9,25,1,18.08,broken clouds
2014,9,25,10,16.24,light rain
2014,9,25,11,15.97,light intensity drizzle
2014,9,25,12,15.59,light rain
2014,9,25,13,14.27,mist
2014,9,25,14,14.2,mist
2014,9,25,15,14.57,mist
2014,9,25,16,14.62,mist
2014,9,25,17,15.14,mist
2014,9,25,18,15.73,mist
2014,9,25,19,16.16,mist
2014,9,25,2,17.33,overcast clouds
2014,9,25,20,16.29,mist
2014,9,25,21,16.78,mist
2014,9,25,22,17.25,mist
2014,9,25,23,17.16,light rain
2014,9,25,3,17.01,overcast clouds
2014,9,25,4,16.82,overcast clouds
2014,9,25,5,16.83,overcast clouds
2014,9,25,6,16.34,overcast clouds
2014,9,25,7,16.15,overcast clouds
2014,9,25,8,16.16,light rain
2014,9,25,9,16.22,light rain
2014,9,26,0,16.62,broken clouds
2014,9,26,1,16.49,broken clouds
2014,9,26,10,11.63,mist
2014,9,26,11,11.33,mist
2014,9,26,12,11.69,fog
2014,9,26,13,15.56,few clouds
2014,9,26,14,18.21,few clouds
2014,9,26,15,18.69,few clouds
2014,9,26,16,22.05,few clouds
2014,9,26,17,22.16,few clouds
2014,9,26,18,23.15,few clouds
2014,9,26,19,24.2,few clouds
2014,9,26,2,15.95,mist
2014,9,26,20,24.99,scattered clouds
2014,9,26,21,24.81,scattered clouds
2014,9,26,22,24.84,scattered clouds
2014,9,26,23,23.92,scattered clouds
2014,9,26,3,14.81,broken clouds
2014,9,26,4,14.48,mist
2014,9,26,5,14.07,mist
2014,9,26,6,13.58,mist
2014,9,26,7,12.96,mist
2014,9,26,8,11.91,mist
2014,9,26,9,11.57,mist
2014,9,27,0,19.99,few clouds
2014,9,27,1,18.36,few clouds
2014,9,27,10,12.33,mist
2014,9,27,11,12.02,mist
2014,9,27,12,13.96,mist
2014,9,27,13,17.36,sky is clear
2014,9,27,14,20.58,sky is clear
2014,9,27,15,20.79,sky is clear
2014,9,27,16,23.47,sky is clear
2014,9,27,17,26.52,sky is clear
2014,9,27,18,26.53,sky is clear
2014,9,27,19,27.29,sky is clear
2014,9,27,2,16.47,sky is clear
2014,9,27,20,27.97,sky is clear
2014,9,27,21,27.99,haze
2014,9,27,22,27.84,sky is clear
2014,9,27,23,26.23,sky is clear
2014,9,27,3,15.48,sky is clear
2014,9,27,4,15.17,mist
2014,9,27,5,14.09,mist
2014,9,27,6,13.59,fog
2014,9,27,7,13.17,mist
2014,9,27,8,13.09,mist
2014,9,27,9,12.66,fog
2014,9,28,0,22.25,sky is clear
2014,9,28,1,18.84,sky is clear
2014,9,28,10,13.51,mist
2014,9,28,11,13.29,mist
2014,9,28,12,14.58,mist
2014,9,28,13,17.7,mist
2014,9,28,14,21.26,scattered clouds
2014,9,28,15,21.47,scattered clouds
2014,9,28,16,24.2,broken clouds
2014,9,28,17,25.47,broken clouds
2014,9,28,18,27.59,broken clouds
2014,9,28,19,28.41,broken clouds
2014,9,28,2,17.91,sky is clear
2014,9,28,20,28.5,broken clouds
2014,9,28,21,28.44,broken clouds
2014,9,28,22,27.16,broken clouds
2014,9,28,23,22.41,overcast clouds
2014,9,28,3,16.98,sky is clear
2014,9,28,4,16.95,fog
2014,9,28,5,16.27,mist
2014,9,28,6,15.2,sky is clear
2014,9,28,7,15.18,sky is clear
2014,9,28,8,14.12,mist
2014,9,28,9,14.11,mist
2014,9,29,0,20.72,broken clouds
2014,9,29,1,20.59,broken clouds
2014,9,29,10,16.36,overcast clouds
2014,9,29,11,16.21,fog
2014,9,29,12,15.94,fog
2014,9,29,13,16.78,fog
2014,9,29,14,18.94,broken clouds
2014,9,29,15,20.86,haze
2014,9,29,16,22.49,broken clouds
2014,9,29,17,24.72,overcast clouds
2014,9,29,18,24.71,overcast clouds
2014,9,29,19,24.67,overcast clouds
2014,9,29,2,19.73,broken clouds
2014,9,29,20,24.75,overcast clouds
2014,9,29,21,24.48,overcast clouds
2014,9,29,22,22.14,light rain
2014,9,29,23,21.36,light rain
2014,9,29,3,18.11,broken clouds
2014,9,29,4,18.1,broken clouds
2014,9,29,5,17.62,mist
2014,9,29,6,16.94,mist
2014,9,29,7,16.97,mist
2014,9,29,8,16.52,mist
2014,9,29,9,16.36,overcast clouds
2014,9,3,0,28.76,scattered clouds
2014,9,3,1,27.37,broken clouds
2014,9,3,10,21.04,scattered clouds
2014,9,3,11,20.33,fog
2014,9,3,12,20.93,fog
2014,9,3,13,22.4,broken clouds
2014,9,3,14,23.56,broken clouds
2014,9,3,15,24.54,broken clouds
2014,9,3,16,25.82,few clouds
2014,9,3,17,26.73,broken clouds
2014,9,3,18,27.67,broken clouds
2014,9,3,19,28.45,broken clouds
2014,9,3,2,27.31,broken clouds
2014,9,3,20,28.46,broken clouds
2014,9,3,21,28.42,broken clouds
2014,9,3,22,28.08,broken clouds
2014,9,3,23,26.07,scattered clouds
2014,9,3,3,27.11,broken clouds
2014,9,3,4,26.26,broken clouds
2014,9,3,5,25,broken clouds
2014,9,3,6,23.96,broken clouds
2014,9,3,7,23.19,broken clouds
2014,9,3,8,22.2,scattered clouds
2014,9,3,9,21.64,few clouds
2014,9,30,0,21.31,light rain
2014,9,30,1,20.71,overcast clouds
2014,9,30,10,17.23,mist
2014,9,30,11,17,mist
2014,9,30,12,17.64,mist
2014,9,30,13,18.67,mist
2014,9,30,14,18.75,mist
2014,9,30,15,20.01,mist
2014,9,30,16,20.88,mist
2014,9,30,17,21.37,mist
2014,9,30,18,21.38,mist
2014,9,30,19,20.97,mist
2014,9,30,2,20.16,overcast clouds
2014,9,30,20,20.68,overcast clouds
2014,9,30,21,20.15,overcast clouds
2014,9,30,22,19.39,broken clouds
2014,9,30,23,18.38,overcast clouds
2014,9,30,3,19.82,overcast clouds
2014,9,30,4,19.08,light rain
2014,9,30,5,18.46,mist
2014,9,30,6,18.44,mist
2014,9,30,7,18.36,mist
2014,9,30,8,17.87,mist
2014,9,30,9,17.36,mist
2014,9,4,0,25.03,scattered clouds
2014,9,4,1,22.93,scattered clouds
2014,9,4,10,16.62,mist
2014,9,4,11,16.66,mist
2014,9,4,12,17.72,mist
2014,9,4,13,22.36,light rain
2014,9,4,14,23.54,scattered clouds
2014,9,4,15,25.82,light rain
2014,9,4,16,27.43,mist
2014,9,4,17,28.35,mist
2014,9,4,18,29.05,few clouds
2014,9,4,19,29.32,scattered clouds
2014,9,4,2,21.38,scattered clouds
2014,9,4,20,29.27,scattered clouds
2014,9,4,21,28.83,scattered clouds
2014,9,4,22,28.24,scattered clouds
2014,9,4,23,26.98,scattered clouds
2014,9,4,3,20.9,scattered clouds
2014,9,4,4,19.96,fog
2014,9,4,5,19.12,mist
2014,9,4,6,18.36,mist
2014,9,4,7,17.98,mist
2014,9,4,8,17.54,fog
2014,9,4,9,17.04,sky is clear
2014,9,5,0,25.61,scattered clouds
2014,9,5,1,24.41,scattered clouds
2014,9,5,10,19.87,mist
2014,9,5,11,20.09,mist
2014,9,5,12,20.96,haze
2014,9,5,13,22.68,haze
2014,9,5,14,24.25,haze
2014,9,5,15,26.02,mist
2014,9,5,16,26.51,mist
2014,9,5,17,27.31,haze
2014,9,5,18,27.82,haze
2014,9,5,19,28.43,broken clouds
2014,9,5,2,23.59,scattered clouds
2014,9,5,20,28.37,proximity thunderstorm
2014,9,5,21,28.41,proximity thunderstorm
2014,9,5,22,28.03,moderate rain
2014,9,5,23,27.09,scattered clouds
2014,9,5,3,22.3,scattered clouds
2014,9,5,4,21.84,scattered clouds
2014,9,5,5,21.15,scattered clouds
2014,9,5,6,20.64,few clouds
2014,9,5,7,20.03,mist
2014,9,5,8,20.15,mist
2014,9,5,9,19.93,broken clouds
2014,9,6,0,26.08,scattered clouds
2014,9,6,1,25.02,scattered clouds
2014,9,6,10,22.86,mist
2014,9,6,11,23.15,mist
2014,9,6,12,24.15,haze
2014,9,6,13,25.19,mist
2014,9,6,14,26.03,mist
2014,9,6,15,27.42,haze
2014,9,6,16,29.25,scattered clouds
2014,9,6,17,29.73,scattered clouds
2014,9,6,18,30.97,thunderstorm with light rain
2014,9,6,19,30.69,haze
2014,9,6,2,24.09,light rain
2014,9,6,20,29.4,thunderstorm
2014,9,6,21,28.73,proximity thunderstorm
2014,9,6,22,27.84,proximity thunderstorm
2014,9,6,23,26.82,light rain
2014,9,6,3,23.71,mist
2014,9,6,4,23.43,mist
2014,9,6,5,23.22,mist
2014,9,6,6,22.98,mist
2014,9,6,7,22.96,mist
2014,9,6,8,22.85,fog
2014,9,6,9,22.86,mist
2014,9,7,0,25.57,light rain
2014,9,7,1,23.82,proximity thunderstorm
2014,9,7,10,17.33,light rain
2014,9,7,11,17.06,fog
2014,9,7,12,17.72,scattered clouds
2014,9,7,13,18.82,scattered clouds
2014,9,7,14,21.04,scattered clouds
2014,9,7,15,21.65,scattered clouds
2014,9,7,16,23.09,scattered clouds
2014,9,7,17,24.13,broken clouds
2014,9,7,18,24.75,scattered clouds
2014,9,7,19,25.2,scattered clouds
2014,9,7,2,23.25,proximity thunderstorm
2014,9,7,20,25.53,broken clouds
2014,9,7,21,25.19,broken clouds
2014,9,7,22,24.04,heavy intensity rain
2014,9,7,23,23.83,broken clouds
2014,9,7,3,21.25,thunderstorm
2014,9,7,4,18.99,light rain
2014,9,7,5,18.47,light rain
2014,9,7,6,17.79,overcast clouds
2014,9,7,7,17.45,overcast clouds
2014,9,7,8,17.53,light rain
2014,9,7,9,17.37,light rain
2014,9,8,0,21.85,broken clouds
2014,9,8,1,19.39,broken clouds
2014,9,8,10,14.48,mist
2014,9,8,11,14.55,broken clouds
2014,9,8,12,15.65,scattered clouds
2014,9,8,13,19.02,scattered clouds
2014,9,8,14,20.25,scattered clouds
2014,9,8,15,21.43,scattered clouds
2014,9,8,16,22.2,broken clouds
