Year,Month,Day,Hour,TempC,Type
2014,9,8,17,23.04,broken clouds
2014,9,8,18,23.46,broken clouds
2014,9,8,19,23.19,broken clouds
2014,9,8,2,18.76,broken clouds
2014,9,8,20,22.8,broken clouds
2014,9,8,21,22.3,broken clouds
2014,9,8,22,22.07,broken clouds
2014,9,8,23,21.24,broken clouds
2014,9,8,3,17.68,scattered clouds
2014,9,8,4,17.04,scattered clouds
2014,9,8,5,16.43,scattered clouds
2014,9,8,6,16.03,broken clouds
2014,9,8,7,15.51,broken clouds
2014,9,8,8,15.22,mist
2014,9,8,9,14.68,broken clouds
2014,9,9,0,20.82,broken clouds
2014,9,9,1,19.74,broken clouds
2014,9,9,10,16.14,light rain
2014,9,9,11,15.87,broken clouds
2014,9,9,12,16.54,broken clouds
2014,9,9,13,17.63,few clouds
2014,9,9,14,18.21,broken clouds
2014,9,9,15,19.01,broken clouds
2014,9,9,16,20.46,overcast clouds
2014,9,9,17,20.85,overcast clouds
2014,9,9,18,21.58,overcast clouds
2014,9,9,19,22.07,overcast clouds
2014,9,9,2,19.07,broken clouds
2014,9,9,20,22.03,light rain
2014,9,9,21,21.35,overcast clouds
2014,9,9,22,20.99,overcast clouds
2014,9,9,23,20.66,overcast clouds
2014,9,9,3,18.71,broken clouds
2014,9,9,4,18,broken clouds
2014,9,9,5,17.25,broken clouds
2014,9,9,6,16.55,scattered clouds
2014,9,9,7,16.35,scattered clouds
2014,9,9,8,15.97,scattered clouds
2014,9,9,9,16.17,broken clouds
